"Area Type"," Area"," Area Name"," Standard Occupational Code"," Occupational Title"," Employment","Mean Wage"," Median Wage"," Entry Wage"," Experienced Wage                                                                                                                                                                                                                                             "
"10","9","Southern Tier","29-1222","Physicians, Pathologists",,"$440,582",,"$261,145",
"10","9","Southern Tier","29-1223","Psychiatrists","60","$284,146","$240,388","$178,692","$336,873"
"10","9","Southern Tier","29-1224","Radiologists","60","$454,840",,"$89,945","$637,287"
"10","9","Southern Tier","29-1229","Physicians, All Other","270","$309,517",,"$161,550",
"10","9","Southern Tier","29-1241","Ophthalmologists, Except Pediatric",,"$249,985",,"$196,413",
"10","9","Southern Tier","29-1249","Surgeons, All Other",,"$430,590",,"$188,381",
"10","9","Southern Tier","29-1292","Dental Hygienists","350","$77,993","$77,882","$63,041","$85,467"
"10","9","Southern Tier","29-2010","Clinical Laboratory Technologists and Technicians","450","$73,059","$73,875","$46,752","$86,213"
"10","9","Southern Tier","29-2031","Cardiovascular Technologists and Technicians","80","$76,067","$82,025","$50,150","$89,025"
"10","9","Southern Tier","29-2032","Diagnostic Medical Sonographers","160","$91,131","$86,439","$77,990","$97,702"
"10","9","Southern Tier","29-2033","Nuclear Medicine Technologists",,"$99,968","$100,719","$91,857","$104,023"
"10","9","Southern Tier","29-2034","Radiologic Technologists","420","$78,799","$80,056","$60,153","$88,122"
"10","9","Southern Tier","29-2035","Magnetic Resonance Imaging Technologists","70","$92,152","$92,782","$76,772","$99,843"
"10","9","Southern Tier","29-2042","Emergency Medical Technicians","380","$43,042","$41,346","$37,981","$45,572"
"10","9","Southern Tier","29-2043","Paramedics","210","$58,454","$58,039","$50,201","$62,581"
"10","9","Southern Tier","29-2051","Dietetic Technicians","50","$45,981","$44,649","$39,145","$49,399"
"10","9","Southern Tier","29-2052","Pharmacy Technicians","640","$42,615","$39,313","$35,250","$46,296"
"10","9","Southern Tier","29-2055","Surgical Technologists","130","$66,655","$65,441","$50,253","$74,856"
"10","9","Southern Tier","29-2056","Veterinary Technologists and Technicians","230","$51,675","$49,749","$43,949","$55,539"
"10","9","Southern Tier","29-2057","Ophthalmic Medical Technicians","170","$46,341","$45,722","$36,299","$51,362"
"10","9","Southern Tier","29-2061","Licensed Practical and Licensed Vocational Nurses","1,650","$59,644","$60,732","$50,191","$64,371"
"10","9","Southern Tier","29-2072","Medical Records Specialists","270","$54,718","$49,689","$40,998","$61,577"
"10","9","Southern Tier","29-2081","Opticians, Dispensing","130","$58,797","$59,774","$46,503","$64,944"
"10","9","Southern Tier","29-2099","Health Technologists and Technicians, All Other","200","$61,017","$49,653","$39,131","$71,960"
"10","9","Southern Tier","29-9021","Health Information Technologists and Medical Registrars","60","$76,964","$69,073","$50,612","$90,141"
"10","9","Southern Tier","29-9091","Athletic Trainers","60","$67,483","$59,794","$53,022","$74,715"
"10","9","Southern Tier","29-9099","Healthcare Practitioners and Technical Workers, All Other",,"$102,887","$86,154","$62,599","$123,030"
"10","9","Southern Tier","31-0000","Healthcare Support Occupations","11,460","$42,643","$39,823","$35,040","$46,445"
"10","9","Southern Tier","31-1120","Home Health & Personal Care Aides","5,620","$40,681","$37,659","$33,907","$44,067"
"10","9","Southern Tier","31-1131","Nursing Assistants","2,920","$42,084","$40,289","$36,776","$44,739"
"10","9","Southern Tier","31-1132","Orderlies","120","$40,812","$39,861","$36,378","$43,030"
"10","9","Southern Tier","31-1133","Psychiatric Aides","240","$55,501","$55,270","$46,065","$60,220"
"10","9","Southern Tier","31-2011","Occupational Therapy Assistants","60","$65,597","$65,458","$47,712","$74,540"
"10","9","Southern Tier","31-2021","Physical Therapist Assistants","160","$60,034","$58,702","$48,003","$66,049"
"10","9","Southern Tier","31-2022","Physical Therapist Aides","70","$38,141","$36,244","$32,392","$41,016"
"10","9","Southern Tier","31-9011","Massage Therapists","50","$56,043","$47,645","$35,955","$66,088"
"10","9","Southern Tier","31-9091","Dental Assistants","510","$45,952","$46,712","$37,388","$50,235"
"10","9","Southern Tier","31-9092","Medical Assistants","850","$45,894","$42,524","$37,923","$49,880"
"10","9","Southern Tier","31-9093","Medical Equipment Preparers","170","$46,061","$47,272","$37,327","$50,428"
"10","9","Southern Tier","31-9094","Medical Transcriptionists","50","$42,074","$41,261","$36,197","$45,012"
"10","9","Southern Tier","31-9095","Pharmacy Aides","110","$39,041","$39,548","$33,142","$41,991"
"10","9","Southern Tier","31-9096","Veterinary Assistants and Laboratory Animal Caretakers","200","$40,746","$38,459","$35,889","$43,175"
"10","9","Southern Tier","31-9097","Phlebotomists","180","$44,520","$41,558","$39,073","$47,243"
"10","9","Southern Tier","31-9099","Healthcare Support Workers, All Other","140","$47,135","$43,742","$38,480","$51,464"
"10","9","Southern Tier","33-0000","Protective Service Occupations","5,880","$64,241","$61,294","$37,736","$77,493"
"10","9","Southern Tier","33-1011","First-Line Supervisors of Correctional Officers","120","$83,369","$83,095","$64,682","$92,712"
"10","9","Southern Tier","33-1012","First-Line Supervisors of Police and Detectives","240","$108,441","$105,283","$79,420","$122,951"
"10","9","Southern Tier","33-1021","First-Line Supervisors of Fire Fighting and Prevention Workers","70","$98,569","$100,100","$81,540","$107,082"
"10","9","Southern Tier","33-1091","First-Line Supervisors of Security Workers","70","$81,589","$73,137","$48,253","$98,257"
"10","9","Southern Tier","33-1099","First-Line Supervisors of Protective Service Workers, All Other","50","$76,388","$79,882","$43,760","$92,701"
"10","9","Southern Tier","33-2011","Firefighters","330","$70,937","$70,956","$51,812","$80,499"
"10","9","Southern Tier","33-2021","Fire Inspectors and Investigators","50","$73,940","$78,265","$52,191","$84,815"
"10","9","Southern Tier","33-3011","Bailiffs","100","$74,757","$77,072","$49,954","$87,158"
"10","9","Southern Tier","33-3012","Correctional Officers and Jailers","950","$67,637","$70,657","$52,317","$75,297"
"10","9","Southern Tier","33-3021","Detectives and Criminal Investigators","230","$92,325","$103,081","$58,924","$109,026"
"10","9","Southern Tier","33-3031","Fish and Game Wardens",,"$84,551","$84,323","$76,961","$88,346"
"10","9","Southern Tier","33-3051","Police and Sheriff's Patrol Officers","1,220","$77,487","$78,249","$56,055","$88,202"
"10","9","Southern Tier","33-9011","Animal Control Workers","110","$57,007","$48,979","$36,562","$67,229"
"10","9","Southern Tier","33-9021","Private Detectives and Investigators","60","$53,330","$47,013","$38,716","$60,637"
"10","9","Southern Tier","33-9032","Security Guards","1,330","$46,324","$41,565","$35,203","$51,884"
"10","9","Southern Tier","33-9091","Crossing Guards","190","$42,989","$33,584","$32,346","$48,312"
"10","9","Southern Tier","33-9092","Lifeguards, Ski Patrol, and Other Recreational Protective Service","230","$34,416","$34,080","$32,240","$35,556"
"10","9","Southern Tier","33-9093","Transportation Security Screeners",,"$63,116","$63,725","$53,091","$68,129"
"10","9","Southern Tier","33-9094","School Bus Monitors","420","$35,935","$34,699","$32,240","$37,799"
"10","9","Southern Tier","35-0000","Food Preparation and Serving Related Occupations","21,600","$41,772","$36,325","$32,249","$46,533"
"10","9","Southern Tier","35-1011","Chefs and Head Cooks","330","$65,156","$61,222","$44,501","$75,485"
"10","9","Southern Tier","35-1012","First-Line Supervisors of Food Preparation and Serving Workers","1,960","$46,785","$43,703","$36,440","$51,958"
"10","9","Southern Tier","35-2011","Cooks, Fast Food","630","$34,863","$33,120","$32,240","$36,251"
"10","9","Southern Tier","35-2012","Cooks, Institution and Cafeteria","700","$42,964","$40,846","$36,064","$46,413"
"10","9","Southern Tier","35-2014","Cooks, Restaurant","1,540","$39,915","$38,086","$33,554","$43,096"
"10","9","Southern Tier","35-2015","Cooks, Short Order","590","$37,878","$36,735","$32,414","$40,611"
"10","9","Southern Tier","35-2019","Cooks, All Other","50","$41,959","$36,960","$35,197","$45,339"
"10","9","Southern Tier","35-2021","Food Preparation Workers","1,390","$36,709","$35,248","$32,240","$39,019"
"10","9","Southern Tier","35-3011","Bartenders","1,660","$52,697","$46,616","$33,134","$62,477"
"10","9","Southern Tier","35-3023","Fast Food and Counter Workers","5,850","$34,990","$34,340","$32,240","$36,442"
"10","9","Southern Tier","35-3031","Waiters and Waitresses","3,550","$52,333","$46,756","$33,023","$61,988"
"10","9","Southern Tier","35-3041","Food Servers, Nonrestaurant","450","$37,183","$36,126","$33,007","$39,271"
"10","9","Southern Tier","35-9011","Dining Room and Cafeteria Attendants and Bartender Helpers","1,470","$36,746","$33,312","$32,240","$39,070"
"10","9","Southern Tier","35-9021","Dishwashers","930","$34,164","$32,706","$32,240","$35,203"
"10","9","Southern Tier","35-9031","Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop","490","$39,241","$35,921","$32,240","$42,796"
"10","9","Southern Tier","37-0000","Building and Grounds Cleaning and Maintenance Occupations","8,050","$40,806","$37,314","$32,859","$44,780"
"10","9","Southern Tier","37-1011","First-Line Supervisors of Housekeeping and Janitorial Workers","270","$54,704","$54,464","$39,893","$62,110"
"10","9","Southern Tier","37-1012","First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers","150","$58,801","$60,839","$43,857","$66,272"
"10","9","Southern Tier","37-2011","Janitors and Cleaners, Except Maids and Housekeeping Cleaners","4,820","$39,309","$36,724","$32,636","$42,644"
"10","9","Southern Tier","37-2012","Maids and Housekeeping Cleaners","1,120","$39,330","$35,736","$32,426","$42,782"
"10","9","Southern Tier","37-2021","Pest Control Workers",,"$49,252","$46,293","$36,574","$55,591"
"10","9","Southern Tier","37-3011","Landscaping and Groundskeeping Workers","1,590","$41,452","$38,864","$33,902","$45,226"
"10","9","Southern Tier","37-3013","Tree Trimmers and Pruners",,"$58,909","$53,811","$45,031","$65,847"
"10","9","Southern Tier","37-3019","Grounds Maintenance Workers, All Other",,"$59,878","$54,423","$50,245","$64,696"
"10","9","Southern Tier","39-0000","Personal Care and Service Occupations","4,730","$40,625","$35,850","$32,240","$44,878"
"10","9","Southern Tier","39-1014","First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services","60","$49,805","$45,436","$38,304","$55,555"
"10","9","Southern Tier","39-1022","First-Line Supervisors of Personal Service Workers","220","$56,932","$54,290","$39,979","$65,407"
"10","9","Southern Tier","39-2011","Animal Trainers",,"$40,213","$35,813","$33,363","$43,637"
"10","9","Southern Tier","39-2021","Nonfarm Animal Caretakers","380","$36,224","$35,016","$32,240","$38,278"
"10","9","Southern Tier","39-3031","Ushers, Lobby Attendants, and Ticket Takers","130","$34,417","$33,130","$32,240","$35,583"
"10","9","Southern Tier","39-3091","Amusement and Recreation Attendants","360","$35,358","$32,240","$32,240","$36,994"
"10","9","Southern Tier","39-4021","Funeral Attendants","80","$37,532","$36,924","$32,240","$40,204"
"10","9","Southern Tier","39-4031","Morticians, Undertakers, and Funeral Directors","60","$60,195","$61,217","$41,685","$69,449"
"10","9","Southern Tier","39-5012","Hairdressers, Hairstylists, and Cosmetologists","320","$38,287","$32,240","$32,240","$41,387"
"10","9","Southern Tier","39-5092","Manicurists and Pedicurists","210","$33,446","$32,240","$32,240","$34,125"
"10","9","Southern Tier","39-5094","Skincare Specialists","50","$41,856","$39,189","$32,907","$46,332"
"10","9","Southern Tier","39-6011","Baggage Porters and Bellhops","50","$37,530","$34,433","$32,746","$39,921"
"10","9","Southern Tier","39-6012","Concierges",,"$43,634","$37,402","$33,501","$48,700"
"10","9","Southern Tier","39-7010","Tour and Travel Guides","50","$46,238","$32,240","$32,240","$53,314"
"10","9","Southern Tier","39-9011","Childcare Workers","1,370","$36,228","$35,629","$32,240","$38,270"
"10","9","Southern Tier","39-9031","Fitness Trainers and Aerobics Instructors","430","$49,559","$41,100","$32,437","$58,120"
"10","9","Southern Tier","39-9032","Recreation Workers","530","$39,249","$35,474","$32,240","$42,790"
"10","9","Southern Tier","39-9041","Residential Advisors","240","$48,189","$47,430","$36,352","$54,109"
"10","9","Southern Tier","41-0000","Sales and Related Occupations","18,760","$49,164","$36,374","$32,240","$57,713"
"10","9","Southern Tier","41-1011","First-Line Supervisors of Retail Sales Workers","1,750","$55,137","$49,246","$37,258","$64,076"
"10","9","Southern Tier","41-1012","First-Line Supervisors of Non-Retail Sales Workers","220","$105,860","$95,581","$64,944","$126,317"
"10","9","Southern Tier","41-2011","Cashiers","5,960","$34,100","$32,480","$32,240","$35,199"
"10","9","Southern Tier","41-2021","Counter and Rental Clerks","620","$46,976","$40,068","$33,425","$53,752"
"10","9","Southern Tier","41-2022","Parts Salespersons","330","$45,164","$39,629","$33,864","$50,815"
"10","9","Southern Tier","41-2031","Retail Salespersons","6,170","$39,975","$35,204","$32,240","$43,995"
"10","9","Southern Tier","41-3011","Advertising Sales Agents","120","$68,841","$60,355","$37,384","$84,569"
"10","9","Southern Tier","41-3021","Insurance Sales Agents","360","$95,922","$59,303","$41,512","$123,127"
"10","9","Southern Tier","41-3031","Securities, Commodities, and Financial Services Sales Agents","270","$107,726","$80,865","$54,124","$134,527"
"10","9","Southern Tier","41-3041","Travel Agents",,"$48,362","$46,799","$37,295","$53,896"
"10","9","Southern Tier","41-3091","Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel","910","$79,161","$66,526","$41,926","$97,779"
"10","9","Southern Tier","41-4011","Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products","160","$119,346","$106,703","$63,814","$147,112"
"10","9","Southern Tier","41-4012","Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products","1,460","$82,211","$71,078","$47,840","$99,396"
"10","9","Southern Tier","41-9012","Models",,"$47,163","$34,675","$32,435","$54,526"
"10","9","Southern Tier","41-9021","Real Estate Brokers",,"$89,244","$91,982","$64,872","$101,430"
"10","9","Southern Tier","41-9022","Real Estate Sales Agents","90","$84,090","$78,963","$43,857","$104,207"
"10","9","Southern Tier","41-9031","Sales Engineers",,"$109,737","$100,639","$73,683","$127,764"
"10","9","Southern Tier","41-9041","Telemarketers","120","$39,732","$36,374","$33,744","$42,726"
"10","9","Southern Tier","41-9099","Sales and Related Workers, All Other","50","$46,295","$41,056","$33,335","$52,775"
"10","9","Southern Tier","43-0000","Office and Administrative Support Occupations","31,240","$50,336","$46,214","$36,022","$57,493"
"10","9","Southern Tier","43-1011","First-Line Supervisors of Office and Administrative Support Workers","2,050","$73,040","$65,441","$51,983","$83,569"
"10","9","Southern Tier","43-2011","Switchboard Operators, Including Answering Service","80","$39,616","$37,728","$34,980","$41,934"
"10","9","Southern Tier","43-3011","Bill and Account Collectors","150","$47,563","$42,705","$36,361","$53,163"
"10","9","Southern Tier","43-3021","Billing and Posting Clerks","890","$47,937","$45,519","$38,417","$52,697"
"10","9","Southern Tier","43-3031","Bookkeeping, Accounting, and Auditing Clerks","2,640","$50,999","$48,346","$38,547","$57,225"
"10","9","Southern Tier","43-3051","Payroll and Timekeeping Clerks","260","$56,887","$55,409","$41,981","$64,340"
"10","9","Southern Tier","43-3061","Procurement Clerks","80","$50,407","$47,327","$38,845","$56,187"
"10","9","Southern Tier","43-3071","Tellers","670","$40,304","$38,560","$36,631","$42,140"
"10","9","Southern Tier","43-3099","Financial Clerks, All Other","80","$48,449","$45,155","$42,283","$51,532"
"10","9","Southern Tier","43-4011","Brokerage Clerks",,"$60,430","$57,353","$47,836","$66,728"
"10","9","Southern Tier","43-4021","Correspondence Clerks",,"$46,973","$50,237","$34,634","$53,143"
"10","9","Southern Tier","43-4031","Court, Municipal, and License Clerks","710","$44,470","$38,516","$32,240","$50,768"
"10","9","Southern Tier","43-4041","Credit Authorizers, Checkers, and Clerks",,"$48,615","$43,968","$37,434","$54,206"
"10","9","Southern Tier","43-4051","Customer Service Representatives","3,500","$47,191","$44,027","$35,395","$53,089"
"10","9","Southern Tier","43-4061","Eligibility Interviewers, Government Programs","240","$53,963","$50,758","$43,974","$58,958"
"10","9","Southern Tier","43-4071","File Clerks","100","$40,717","$38,233","$33,106","$44,523"
"10","9","Southern Tier","43-4081","Hotel, Motel, and Resort Desk Clerks","380","$38,202","$35,626","$32,674","$40,967"
"10","9","Southern Tier","43-4111","Interviewers, Except Eligibility and Loan","220","$43,479","$39,944","$36,912","$46,762"
"10","9","Southern Tier","43-4121","Library Assistants, Clerical","220","$38,764","$35,811","$32,240","$42,203"
"10","9","Southern Tier","43-4131","Loan Interviewers and Clerks","180","$47,708","$48,579","$40,183","$51,470"
"10","9","Southern Tier","43-4141","New Accounts Clerks","220","$48,023","$46,432","$41,251","$51,410"
"10","9","Southern Tier","43-4151","Order Clerks","80","$48,498","$47,761","$35,678","$54,909"
"10","9","Southern Tier","43-4161","Human Resources Assistants, Except Payroll and Timekeeping","240","$52,211","$50,458","$40,514","$58,058"
"10","9","Southern Tier","43-4171","Receptionists and Information Clerks","1,760","$39,595","$38,144","$33,265","$42,759"
"10","9","Southern Tier","43-4199","Information and Record Clerks, All Other","140","$46,852","$45,079","$40,612","$49,972"
"10","9","Southern Tier","43-5011","Cargo and Freight Agents",,"$52,395","$51,011","$38,259","$59,463"
"10","9","Southern Tier","43-5021","Couriers and Messengers","190","$37,388","$36,493","$32,240","$40,132"
"10","9","Southern Tier","43-5031","Police, Fire, and Ambulance Dispatchers","190","$55,992","$53,258","$42,065","$62,956"
"10","9","Southern Tier","43-5032","Dispatchers, Except Police, Fire, and Ambulance","260","$49,760","$45,427","$35,587","$56,847"
"10","9","Southern Tier","43-5041","Meter Readers, Utilities","50","$53,981","$50,249","$43,511","$59,216"
"10","9","Southern Tier","43-5051","Postal Service Clerks","240","$61,056","$62,957","$46,854","$68,158"
"10","9","Southern Tier","43-5052","Postal Service Mail Carriers","750","$59,439","$56,583","$43,570","$67,374"
"10","9","Southern Tier","43-5053","Postal Service Mail Sorters, Processors, and Processing Machine Operators",,"$61,441","$58,198","$49,035","$67,645"
"10","9","Southern Tier","43-5061","Production, Planning, and Expediting Clerks","1,160","$56,323","$51,057","$41,895","$63,538"
"10","9","Southern Tier","43-5071","Shipping, Receiving, and Traffic Clerks","1,140","$45,134","$42,987","$35,888","$49,757"
"10","9","Southern Tier","43-5111","Weighers, Measurers, Checkers, and Samplers, Recordkeeping","70","$41,314","$39,098","$33,891","$45,026"
"10","9","Southern Tier","43-6011","Executive Secretaries and Executive Administrative Assistants","1,830","$74,413","$70,501","$58,428","$82,405"
"10","9","Southern Tier","43-6012","Legal Secretaries","230","$51,486","$49,757","$37,992","$58,233"
"10","9","Southern Tier","43-6013","Medical Secretaries","1,230","$43,926","$43,891","$37,537","$47,120"
"10","9","Southern Tier","43-6014","Secretaries and Administrative Assistants, Except Legal, Medical, and Executive","3,790","$48,202","$46,908","$37,576","$53,515"
"10","9","Southern Tier","43-9021","Data Entry Keyers","160","$41,991","$38,485","$32,386","$46,794"
"10","9","Southern Tier","43-9022","Word Processors and Typists","520","$43,827","$40,557","$35,131","$48,175"
"10","9","Southern Tier","43-9041","Insurance Claims and Policy Processing Clerks","160","$51,288","$48,114","$40,316","$56,774"
"10","9","Southern Tier","43-9051","Mail Clerks and Mail Machine Operators, Except Postal Service","110","$40,689","$38,761","$33,120","$44,473"
"10","9","Southern Tier","43-9061","Office Clerks, General","3,870","$43,627","$40,393","$33,181","$48,850"
"10","9","Southern Tier","43-9071","Office Machine Operators, Except Computer","100","$42,595","$37,921","$32,698","$47,542"
"10","9","Southern Tier","43-9111","Statistical Assistants",,"$59,126","$50,034","$45,937","$65,720"
"10","9","Southern Tier","43-9199","Office and Administrative Support Workers, All Other",,"$49,061","$43,110","$36,727","$55,229"
"10","9","Southern Tier","45-0000","Farming, Fishing, and Forestry Occupations","320","$48,764","$42,204","$34,645","$55,824"
"10","9","Southern Tier","45-1011","First-Line Supervisors of Farming, Fishing, and Forestry Workers",,"$67,820","$62,393","$48,757","$77,351"
"10","9","Southern Tier","45-2011","Agricultural Inspectors",,"$68,190","$68,298","$48,516","$78,027"
"10","9","Southern Tier","45-2092","Farmworkers and Laborers, Crop, Nursery, and Greenhouse","140","$40,071","$37,799","$33,314","$43,450"
"10","9","Southern Tier","45-2093","Farmworkers, Farm, Ranch, and Aquacultural Animals",,"$41,515","$35,100","$34,752","$44,896"
"10","9","Southern Tier","45-4021","Fallers",,"$36,507","$35,993","$33,954","$37,785"
"10","9","Southern Tier","45-4022","Logging Equipment Operators","50","$44,478","$44,369","$34,375","$49,529"
"10","9","Southern Tier","45-4023","Log Graders and Scalers",,"$44,036","$44,115","$39,272","$46,418"
"10","9","Southern Tier","47-0000","Construction and Extraction Occupations","8,680","$64,623","$58,826","$43,193","$75,338"
"10","9","Southern Tier","47-1011","Supervisors of Construction and Extraction Workers","950","$81,545","$78,827","$57,635","$93,501"
"10","9","Southern Tier","47-2021","Brickmasons and Blockmasons","50","$68,916","$71,588","$50,279","$78,235"
"10","9","Southern Tier","47-2031","Carpenters","980","$61,633","$58,100","$46,050","$69,424"
"10","9","Southern Tier","47-2044","Tile and Marble Setters","50","$60,525","$53,528","$39,776","$70,901"
"10","9","Southern Tier","47-2051","Cement Masons and Concrete Finishers","190","$66,467","$62,918","$47,575","$75,913"
"10","9","Southern Tier","47-2061","Construction Laborers","1,310","$56,562","$49,316","$38,563","$65,561"
"10","9","Southern Tier","47-2071","Paving, Surfacing, and Tamping Equipment Operators","80","$59,958","$49,185","$42,632","$68,621"
"10","9","Southern Tier","47-2073","Operating Engineers and Other Construction Equipment Operators","650","$73,324","$59,853","$47,727","$86,122"
"10","9","Southern Tier","47-2081","Drywall and Ceiling Tile Installers","50","$65,308","$59,364","$46,743","$74,591"
"10","9","Southern Tier","47-2111","Electricians","760","$73,620","$74,078","$47,579","$86,641"
"10","9","Southern Tier","47-2121","Glaziers",,"$59,552","$59,439","$45,254","$66,701"
"10","9","Southern Tier","47-2132","Insulation Workers, Mechanical","60","$53,197","$48,830","$46,469","$56,562"
"10","9","Southern Tier","47-2141","Painters, Construction and Maintenance","270","$55,515","$52,031","$41,532","$62,507"
"10","9","Southern Tier","47-2152","Plumbers, Pipefitters, and Steamfitters","540","$73,370","$66,117","$46,320","$86,896"
"10","9","Southern Tier","47-2161","Plasterers and Stucco Masons",,"$74,898","$91,384","$42,395","$91,149"
"10","9","Southern Tier","47-2181","Roofers","220","$65,971","$62,984","$42,351","$77,781"
"10","9","Southern Tier","47-2211","Sheet Metal Workers","390","$70,101","$75,818","$45,679","$82,311"
"10","9","Southern Tier","47-3011","Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",,"$51,889","$56,259","$41,731","$56,968"
"10","9","Southern Tier","47-3012","Helpers--Carpenters",,"$41,933","$41,519","$37,352","$44,224"
"10","9","Southern Tier","47-3013","Helpers--Electricians",,"$49,490","$47,126","$38,589","$54,940"
"10","9","Southern Tier","47-3015","Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters","50","$42,213","$41,626","$32,805","$46,918"
"10","9","Southern Tier","47-4011","Construction and Building Inspectors","260","$70,587","$65,232","$47,582","$82,089"
"10","9","Southern Tier","47-4041","Hazardous Materials Removal Workers","50","$61,841","$49,802","$45,943","$69,790"
"10","9","Southern Tier","47-4051","Highway Maintenance Workers","1,070","$50,289","$48,719","$41,465","$54,701"
"10","9","Southern Tier","47-4071","Septic Tank Servicers and Sewer Pipe Cleaners","90","$48,942","$47,899","$37,063","$54,880"
"10","9","Southern Tier","47-4090","Miscellaneous Construction and Related Workers",,"$50,045","$49,403","$37,592","$56,272"
"10","9","Southern Tier","47-5022","Excavating and Loading Machine and Dragline Operators, Surface Mining","90","$54,013","$50,200","$42,943","$59,548"
"10","9","Southern Tier","47-5023","Earth Drillers, Except Oil and Gas",,"$71,520","$69,197","$49,513","$82,524"
"10","9","Southern Tier","47-5081","Helpers--Extraction Workers",,"$45,308","$44,411","$32,240","$51,903"
"10","9","Southern Tier","49-0000","Installation, Maintenance, and Repair Occupations","10,280","$60,222","$55,222","$39,900","$70,383"
"10","9","Southern Tier","49-1011","First-Line Supervisors of Mechanics, Installers, and Repairers","850","$81,035","$75,622","$54,267","$94,419"
"10","9","Southern Tier","49-2011","Computer, Automated Teller, and Office Machine Repairers","80","$49,076","$46,859","$36,301","$55,464"
"10","9","Southern Tier","49-2022","Telecommunications Equipment Installers and Repairers, Except Line Installers","210","$68,121","$63,673","$43,231","$80,567"
"10","9","Southern Tier","49-2094","Electrical and Electronics Repairers, Commercial and Industrial Equipment","50","$73,604","$69,705","$48,047","$86,383"
"10","9","Southern Tier","49-2095","Electrical and Electronics Repairers, Powerhouse, Substation, and Relay","50","$114,310","$111,781","$95,515","$123,708"
"10","9","Southern Tier","49-2098","Security and Fire Alarm Systems Installers","110","$53,612","$48,741","$39,886","$60,474"
"10","9","Southern Tier","49-3011","Aircraft Mechanics and Service Technicians","120","$85,340","$81,033","$59,755","$98,132"
"10","9","Southern Tier","49-3021","Automotive Body and Related Repairers","230","$51,541","$49,315","$37,669","$58,476"
"10","9","Southern Tier","49-3022","Automotive Glass Installers and Repairers",,"$51,038","$47,339","$40,889","$56,112"
"10","9","Southern Tier","49-3023","Automotive Service Technicians and Mechanics","1,340","$51,082","$48,801","$36,067","$58,590"
"10","9","Southern Tier","49-3031","Bus and Truck Mechanics and Diesel Engine Specialists","620","$59,080","$58,974","$45,431","$65,905"
"10","9","Southern Tier","49-3042","Mobile Heavy Equipment Mechanics, Except Engines","160","$62,778","$59,732","$50,065","$69,134"
"10","9","Southern Tier","49-3051","Motorboat Mechanics and Service Technicians",,"$54,341","$50,351","$44,547","$59,237"
"10","9","Southern Tier","49-3052","Motorcycle Mechanics",,"$47,810","$50,199","$35,785","$53,823"
"10","9","Southern Tier","49-3053","Outdoor Power Equipment and Other Small Engine Mechanics","70","$45,558","$44,647","$35,675","$50,501"
"10","9","Southern Tier","49-3092","Recreational Vehicle Service Technicians",,"$50,533","$52,285","$41,711","$54,944"
"10","9","Southern Tier","49-3093","Tire Repairers and Changers","70","$39,126","$37,760","$33,570","$41,904"
"10","9","Southern Tier","49-9012","Control and Valve Installers and Repairers, Except Mechanical Door","130","$87,015","$94,047","$61,510","$99,767"
"10","9","Southern Tier","49-9021","Heating, Air Conditioning, and Refrigeration Mechanics and Installers","660","$64,555","$62,377","$45,469","$74,097"
"10","9","Southern Tier","49-9031","Home Appliance Repairers","50","$45,759","$40,675","$33,321","$51,979"
"10","9","Southern Tier","49-9041","Industrial Machinery Mechanics","820","$67,285","$68,911","$54,266","$73,793"
"10","9","Southern Tier","49-9043","Maintenance Workers, Machinery","130","$59,872","$61,841","$48,327","$65,643"
"10","9","Southern Tier","49-9044","Millwrights",,"$75,908","$80,248","$66,410","$80,657"
"10","9","Southern Tier","49-9051","Electrical Power-Line Installers and Repairers","220","$107,023","$125,427","$69,176","$125,946"
"10","9","Southern Tier","49-9052","Telecommunications Line Installers and Repairers","240","$77,802","$73,192","$49,007","$92,200"
"10","9","Southern Tier","49-9062","Medical Equipment Repairers","90","$73,542","$67,344","$57,371","$81,627"
"10","9","Southern Tier","49-9063","Musical Instrument Repairers and Tuners",,"$54,283","$53,317","$38,055","$62,396"
"10","9","Southern Tier","49-9069","Precision Instrument and Equipment Repairers, All Other",,"$63,756","$64,200","$49,197","$71,036"
"10","9","Southern Tier","49-9071","Maintenance and Repair Workers, General","3,290","$51,231","$48,411","$37,477","$58,108"
"10","9","Southern Tier","49-9091","Coin, Vending, and Amusement Machine Servicers and Repairers",,"$46,082","$42,688","$34,333","$51,957"
"10","9","Southern Tier","49-9094","Locksmiths and Safe Repairers",,"$51,066","$50,197","$35,443","$58,878"
"10","9","Southern Tier","49-9096","Riggers",,"$50,710","$40,352","$40,174","$55,979"
"10","9","Southern Tier","49-9098","Helpers--Installation, Maintenance, and Repair Workers","140","$42,211","$39,198","$34,069","$46,283"
"10","9","Southern Tier","49-9099","Installation, Maintenance, and Repair Workers, All Other","130","$53,480","$49,130","$38,716","$60,862"
"10","9","Southern Tier","51-0000","Production Occupations","16,730","$52,898","$49,307","$37,321","$60,686"
